Filename                                                                                    Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
include/ogdf/energybased/multilevel_mixer/MultilevelLayoutModule.h                                3                 2    33.33%           3                 2    33.33%           8                 7    12.50%           0                 0         -
include/ogdf/energybased/multilevel_mixer/RandomPlacer.h                                          1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
include/ogdf/energybased/multilevel_mixer/SolarMerger.h                                           4                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
include/ogdf/energybased/spring_embedder/MasterBase.h                                            39                 1    97.44%          22                 0   100.00%          61                 2    96.72%           6                 2    66.67%
include/ogdf/energybased/spring_embedder/SEGV_ForceModel.h                                       16                 8    50.00%           8                 4    50.00%           9                 4    55.56%           0                 0         -
include/ogdf/energybased/spring_embedder/SpringEmbedderBase.h                                    44                15    65.91%          30                15    50.00%         106                25    76.42%          12                 0   100.00%
include/ogdf/energybased/spring_embedder/WorkerBase.h                                            31                 0   100.00%           5                 0   100.00%          72                 0   100.00%          16                 3    81.25%
include/ogdf/energybased/spring_embedder/common.h                                                10                 1    90.00%           4                 1    75.00%          18                 3    83.33%           2                 0   100.00%
include/ogdf/external/Minisat.h                                                                  53                32    39.62%          26                15    42.31%         116                81    30.17%          14                 6    57.14%
include/ogdf/external/coin.h                                                                     11                 5    54.55%           2                 0   100.00%          32                13    59.38%          16                 6    62.50%
include/ogdf/fileformats/DLParser.h                                                               7                 0   100.00%           5                 0   100.00%           9                 0   100.00%           4                 2    50.00%
include/ogdf/fileformats/GML.h                                                                    1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
include/ogdf/fileformats/GdfParser.h                                                              2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
include/ogdf/fileformats/GmlParser.h                                                             21                 1    95.24%           5                 1    80.00%           5                 1    80.00%           0                 0         -
include/ogdf/fileformats/GraphIO.h                                                               32                13    59.38%          27                12    55.56%          75                33    56.00%           4                 2    50.00%
include/ogdf/fileformats/GraphMLParser.h                                                          5                 1    80.00%           1                 0   100.00%           9                 2    77.78%           4                 1    75.00%
include/ogdf/fileformats/SvgPrinter.h                                                             8                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
include/ogdf/fileformats/TikzWriter.h                                                            12                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
include/ogdf/fileformats/TlpLexer.h                                                              11                 1    90.91%           9                 1    88.89%          11                 1    90.91%           4                 1    75.00%
include/ogdf/fileformats/TlpParser.h                                                              4                 2    50.00%           4                 2    50.00%           6                 4    33.33%           0                 0         -
include/ogdf/fileformats/TsplibXmlParser.h                                                        1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
include/ogdf/fileformats/Utils.h                                                                 11                 0   100.00%           2                 0   100.00%          11                 0   100.00%           6                 0   100.00%
include/ogdf/geometric/CrossingMinimalPosition.h                                                  9                 7    22.22%           9                 7    22.22%          31                24    22.58%           0                 0         -
include/ogdf/geometric/GeometricEdgeInsertion.h                                                   1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
include/ogdf/geometric/GeometricVertexInsertion.h                                                 2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
include/ogdf/geometric/RandomVertexPosition.h                                                     2                 2     0.00%           2                 2     0.00%           2                 2     0.00%           0                 0         -
include/ogdf/geometric/VertexOrder.h                                                              1                 1     0.00%           1                 1     0.00%           9                 9     0.00%           0                 0         -
include/ogdf/geometric/VertexPositionModule.h                                                     3                 0   100.00%           3                 0   100.00%           3                 0   100.00%           0                 0         -
include/ogdf/geometric/cr_min/datastructure/Iterators.h                                           5                 0   100.00%           3                 0   100.00%           3                 0   100.00%           0                 0         -
include/ogdf/geometric/cr_min/datastructure/OGDFVector.h                                         15                 3    80.00%           4                 0   100.00%          14                 2    85.71%           4                 2    50.00%
include/ogdf/geometric/cr_min/datastructure/TimestampFlags.h                                      6                 6     0.00%           6                 6     0.00%          20                20     0.00%           0                 0         -
include/ogdf/geometric/cr_min/datastructure/UnionFind.h                                          25                25     0.00%           5                 5     0.00%          27                27     0.00%          10                10     0.00%
include/ogdf/geometric/cr_min/geometry/algorithm/BloatedDual.h                                  280                16    94.29%          17                 0   100.00%         481                12    97.51%         220                18    91.82%
include/ogdf/geometric/cr_min/geometry/algorithm/CollinearTriple.h                               17                 2    88.24%           1                 0   100.00%          22                 4    81.82%          16                 3    81.25%
include/ogdf/geometric/cr_min/geometry/algorithm/CountCrossings.h                                14                 0   100.00%           3                 0   100.00%          27                 0   100.00%          14                 0   100.00%
include/ogdf/geometric/cr_min/geometry/algorithm/ExtractCellFromBloatedDual.h                   114                19    83.33%           6                 0   100.00%         138                 7    94.93%          70                15    78.57%
include/ogdf/geometric/cr_min/geometry/algorithm/MapBoxTriangulation.h                            7                 0   100.00%           1                 0   100.00%          14                 0   100.00%           4                 0   100.00%
include/ogdf/geometric/cr_min/geometry/algorithm/PlanarSubdivision.h                             52                 4    92.31%          11                 0   100.00%          90                 2    97.78%          28                 4    85.71%
include/ogdf/geometric/cr_min/geometry/algorithm/RandomPointInPolygon.h                           4                 0   100.00%           1                 0   100.00%          34                 0   100.00%           2                 0   100.00%
include/ogdf/geometric/cr_min/geometry/objects/Line.h                                             2                 0   100.00%           2                 0   100.00%           6                 0   100.00%           0                 0         -
include/ogdf/geometric/cr_min/geometry/objects/LineSegment.h                                     95                21    77.89%           9                 1    88.89%          68                17    75.00%          46                16    65.22%
include/ogdf/geometric/cr_min/geometry/objects/Point.h                                            2                 0   100.00%           2                 0   100.00%           6                 0   100.00%           0                 0         -
include/ogdf/geometric/cr_min/geometry/objects/Polygon.h                                         11                 0   100.00%           6                 0   100.00%          18                 0   100.00%           4                 1    75.00%
include/ogdf/geometric/cr_min/geometry/objects/Rectangle.h                                        6                 6     0.00%           6                 6     0.00%          13                13     0.00%           0                 0         -
include/ogdf/geometric/cr_min/geometry/objects/Vector.h                                          10                 2    80.00%           3                 0   100.00%          10                 0   100.00%           2                 1    50.00%
include/ogdf/geometric/cr_min/graph/BloatedDual.h                                               217                55    74.65%          25                 0   100.00%         172                14    91.86%          68                29    57.35%
include/ogdf/geometric/cr_min/graph/Drawing.h                                                     4                 0   100.00%           3                 0   100.00%           4                 0   100.00%           0                 0         -
include/ogdf/geometric/cr_min/graph/GeometricDrawing.h                                           32                 7    78.12%           5                 0   100.00%          23                 2    91.30%          10                 4    60.00%
include/ogdf/geometric/cr_min/graph/OGDFFaceWrapper.h                                            15                13    13.33%          14                13     7.14%          32                31     3.12%           0                 0         -
include/ogdf/geometric/cr_min/graph/OGDFGraphWrapper.h                                           33                13    60.61%          19                 9    52.63%          83                50    39.76%           8                 4    50.00%
include/ogdf/geometric/cr_min/graph/Path.h                                                        8                 8     0.00%           8                 8     0.00%          35                35     0.00%           0                 0         -
include/ogdf/geometric/cr_min/graph/geometric_crossing_min/CrossingMinimalPositionRnd.h          49                10    79.59%           2                 0   100.00%          81                12    85.19%          32                 9    71.88%
include/ogdf/geometric/cr_min/graph/geometric_crossing_min/CrossingMinimalRegion.h              147                17    88.44%          10                 0   100.00%         221                 9    95.93%          96                16    83.33%
include/ogdf/geometric/cr_min/graph/geometric_crossing_min/RandomPoint.h                         69                69     0.00%           5                 5     0.00%         118               118     0.00%          52                52     0.00%
include/ogdf/geometric/cr_min/graph/ogdf_iterator.h                                               7                 0   100.00%           6                 0   100.00%          10                 0   100.00%           0                 0         -
include/ogdf/geometric/cr_min/tools/math.h                                                       14                13     7.14%          14                13     7.14%          63                60     4.76%           0                 0         -
include/ogdf/geometric/cr_min/tools/ogdf/Universal.h                                              4                 4     0.00%           4                 4     0.00%          16                16     0.00%           0                 0         -
include/ogdf/graphalg/Clusterer.h                                                                21                21     0.00%           6                 6     0.00%          25                25     0.00%          12                12     0.00%
include/ogdf/graphalg/ClustererModule.h                                                          26                26     0.00%          15                15     0.00%          24                24     0.00%           4                 4     0.00%
include/ogdf/graphalg/Dijkstra.h                                                                109                13    88.07%           6                 0   100.00%         118                 5    95.76%          80                13    83.75%
include/ogdf/graphalg/EdgeIndependentSpanningTrees.h                                              1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
include/ogdf/graphalg/GraphReduction.h                                                            7                 7     0.00%           7                 7     0.00%           7                 7     0.00%           0                 0         -
include/ogdf/graphalg/MaxFlowGoldbergTarjan.h                                                   247                35    85.83%          14                 0   100.00%         231                 4    98.27%         154                29    81.17%
include/ogdf/graphalg/MaxFlowModule.h                                                            24                 1    95.83%           7                 0   100.00%          40                 2    95.00%          10                 1    90.00%
include/ogdf/graphalg/MinCostFlowModule.h                                                        12                 2    83.33%           4                 0   100.00%          21                 4    80.95%           8                 2    75.00%
include/ogdf/graphalg/MinCostFlowReinelt.h                                                      371                28    92.45%           6                 0   100.00%         641                23    96.41%         280                39    86.07%
include/ogdf/graphalg/MinSTCutMaxFlow.h                                                         116                10    91.38%           8                 0   100.00%         124                 0   100.00%          82                13    84.15%
include/ogdf/graphalg/MinSTCutModule.h                                                           17                 4    76.47%           3                 0   100.00%           7                 0   100.00%           4                 2    50.00%
include/ogdf/graphalg/MinimumCutModule.h                                                          1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
include/ogdf/graphalg/MinimumCutNagamochiIbaraki.h                                               17                 5    70.59%          12                 5    58.33%          34                 5    85.29%           6                 0   100.00%
include/ogdf/graphalg/MinimumCutStoerWagner.h                                                    73                 8    89.04%          11                 1    90.91%         156                 6    96.15%          52                 4    92.31%
include/ogdf/graphalg/ModifiedNibbleClusterer.h                                                  11                11     0.00%          10                10     0.00%          33                33     0.00%           2                 2     0.00%
include/ogdf/graphalg/PageRank.h                                                                  8                 8     0.00%           8                 8     0.00%          12                12     0.00%           0                 0         -
include/ogdf/graphalg/PlanarSeparatorModule.h                                                   201                46    77.11%          56                14    75.00%         235                47    80.00%          86                25    70.93%
include/ogdf/graphalg/SeparatorDual.h                                                             6                 0   100.00%           2                 0   100.00%          11                 0   100.00%           4                 0   100.00%
include/ogdf/graphalg/SeparatorDualFC.h                                                           4                 0   100.00%           2                 0   100.00%           8                 0   100.00%           2                 1    50.00%
include/ogdf/graphalg/SeparatorHarPeled.h                                                        59                17    71.19%           9                 1    88.89%          65                16    75.38%          32                11    65.62%
include/ogdf/graphalg/SeparatorLiptonTarjan.h                                                     6                 0   100.00%           2                 0   100.00%          11                 0   100.00%           4                 0   100.00%
include/ogdf/graphalg/SeparatorLiptonTarjanFC.h                                                   8                 2    75.00%           4                 1    75.00%          10                 1    90.00%           2                 1    50.00%
include/ogdf/graphalg/ShortestPathAlgorithms.h                                                   13                 2    84.62%           5                 1    80.00%          45                11    75.56%          12                 2    83.33%
include/ogdf/graphalg/ShortestPathModule.h                                                        2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
include/ogdf/graphalg/ShortestPathWithBFM.h                                                       1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
include/ogdf/graphalg/Triconnectivity.h                                                          28                 2    92.86%          12                 0   100.00%          42                 2    95.24%          10                 2    80.00%
include/ogdf/graphalg/matching_blossom/Pseudonode.h                                               3                 0   100.00%           2                 0   100.00%           6                 0   100.00%           0                 0         -
include/ogdf/graphalg/matching_blossom/utils.h                                                    2                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
include/ogdf/graphalg/planar_separator/SeparatorDualHelper.h                                     84                18    78.57%          12                 1    91.67%          70                 3    95.71%          34                 7    79.41%
include/ogdf/hypergraph/EdgeStandardRep.h                                                         8                 5    37.50%           8                 5    37.50%           8                 5    37.50%           0                 0         -
include/ogdf/hypergraph/Hypergraph.h                                                             79                33    58.23%          54                29    46.30%          87                55    36.78%           6                 3    50.00%
include/ogdf/hypergraph/HypergraphAttributes.h                                                   50                24    52.00%          35                21    40.00%          84                34    59.52%          10                 2    80.00%
include/ogdf/hypergraph/HypergraphLayout.h                                                        7                 6    14.29%           7                 6    14.29%          13                12     7.69%           0                 0         -
include/ogdf/hypergraph/HypergraphLayoutModule.h                                                  3                 1    66.67%           3                 1    66.67%           3                 1    66.67%           0                 0         -
include/ogdf/hypergraph/HypergraphObserver.h                                                      4                 3    25.00%           4                 3    25.00%           4                 3    25.00%           0                 0         -
include/ogdf/labeling/ELabelInterface.h                                                           4                 4     0.00%           4                 4     0.00%           6                 6     0.00%           0                 0         -
include/ogdf/layered/AcyclicSubgraphModule.h                                                      3                 1    66.67%           3                 1    66.67%           3                 1    66.67%           0                 0         -
include/ogdf/layered/BarycenterHeuristic.h                                                        5                 0   100.00%           5                 0   100.00%           5                 0   100.00%           0                 0         -
include/ogdf/layered/BlockOrder.h                                                                21                21     0.00%          17                17     0.00%          28                28     0.00%           2                 2     0.00%
include/ogdf/layered/CoffmanGrahamRanking.h                                                      17                 5    70.59%          11                 5    54.55%          23                 9    60.87%           2                 0   100.00%
include/ogdf/layered/CrossingMinInterfaces.h                                                      5                 2    60.00%           5                 2    60.00%           5                 2    60.00%           0                 0         -
include/ogdf/layered/CrossingsMatrix.h                                                            4                 1    75.00%           4                 1    75.00%           4                 1    75.00%           0                 0         -
include/ogdf/layered/ExtendedNestingGraph.h                                                      81                80     1.23%          66                65     1.52%         137               133     2.92%          16                16     0.00%
include/ogdf/layered/FastHierarchyLayout.h                                                       29                 4    86.21%           9                 4    55.56%          23                 4    82.61%          26                 6    76.92%
include/ogdf/layered/FastSimpleHierarchyLayout.h                                                 11                11     0.00%          11                11     0.00%          11                11     0.00%           0                 0         -
include/ogdf/layered/GreedyInsertHeuristic.h                                                      2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
include/ogdf/layered/GreedySwitchHeuristic.h                                                      5                 1    80.00%           4                 1    75.00%           4                 1    75.00%           0                 0         -
include/ogdf/layered/Hierarchy.h                                                                  9                 0   100.00%           7                 0   100.00%           7                 0   100.00%           4                 0   100.00%
include/ogdf/layered/HierarchyClusterLayoutModule.h                                               3                 1    66.67%           3                 1    66.67%           7                 5    28.57%           0                 0         -
include/ogdf/layered/HierarchyLayoutModule.h                                                     16                 0   100.00%           5                 0   100.00%          26                 0   100.00%          10                 1    90.00%
include/ogdf/layered/HierarchyLevels.h                                                           27                 1    96.30%          12                 1    91.67%          27                 1    96.30%          10                 0   100.00%
include/ogdf/layered/LayerByLayerSweep.h                                                          6                 4    33.33%           6                 4    33.33%           9                 4    55.56%           0                 0         -
include/ogdf/layered/LayeredCrossMinModule.h                                                      3                 1    66.67%           3                 1    66.67%           3                 1    66.67%           0                 0         -
include/ogdf/layered/Level.h                                                                     16                 1    93.75%          12                 1    91.67%          18                 4    77.78%           0                 0         -
include/ogdf/layered/LongestPathRanking.h                                                        12                11     8.33%          12                11     8.33%          14                13     7.14%           0                 0         -
include/ogdf/layered/MedianHeuristic.h                                                            5                 1    80.00%           5                 1    80.00%           5                 1    80.00%           0                 0         -
include/ogdf/layered/OptimalHierarchyClusterLayout.h                                             13                12     7.69%          13                12     7.69%          33                32     3.03%           0                 0         -
include/ogdf/layered/OptimalHierarchyLayout.h                                                     8                 8     0.00%           8                 8     0.00%          12                12     0.00%           0                 0         -
include/ogdf/layered/OptimalRanking.h                                                             2                 1    50.00%           2                 1    50.00%           2                 1    50.00%           0                 0         -
include/ogdf/layered/RankingModule.h                                                              4                 2    50.00%           4                 2    50.00%           6                 4    33.33%           0                 0         -
include/ogdf/layered/SiftingHeuristic.h                                                           3                 2    33.33%           3                 2    33.33%           3                 2    33.33%           0                 0         -
include/ogdf/layered/SplitHeuristic.h                                                             6                 0   100.00%           4                 0   100.00%           4                 0   100.00%           0                 0         -
include/ogdf/layered/SugiyamaLayout.h                                                            31                21    32.26%          31                21    32.26%          35                25    28.57%           0                 0         -
include/ogdf/lib/abacus/abacusroot.h                                                              5                 0   100.00%           2                 0   100.00%           4                 0   100.00%           2                 0   100.00%
include/ogdf/lib/abacus/active.h                                                                 20                 5    75.00%           8                 1    87.50%          25                 6    76.00%           4                 2    50.00%
include/ogdf/lib/abacus/active.inc                                                               32                 3    90.62%           6                 0   100.00%          36                 0   100.00%          12                 2    83.33%
include/ogdf/lib/abacus/bheap.inc                                                                66                33    50.00%          13                 4    69.23%          84                44    47.62%          28                21    25.00%
include/ogdf/lib/abacus/boundbranchrule.h                                                        16                16     0.00%           9                 9     0.00%          31                31     0.00%           2                 2     0.00%
include/ogdf/lib/abacus/bprioqueue.inc                                                           13                 1    92.31%           6                 0   100.00%          21                 0   100.00%           4                 1    75.00%
include/ogdf/lib/abacus/branchrule.h                                                              5                 2    60.00%           4                 2    50.00%           6                 4    33.33%           0                 0         -
include/ogdf/lib/abacus/column.h                                                                 11                11     0.00%          10                10     0.00%          10                10     0.00%           0                 0         -
include/ogdf/lib/abacus/conbranchrule.h                                                           4                 4     0.00%           4                 4     0.00%           8                 8     0.00%           0                 0         -
include/ogdf/lib/abacus/conclass.h                                                                3                 3     0.00%           3                 3     0.00%           3                 3     0.00%           0                 0         -
include/ogdf/lib/abacus/constraint.h                                                             31                21    32.26%           9                 6    33.33%          22                16    27.27%          12                11     8.33%
include/ogdf/lib/abacus/convar.h                                                                 53                15    71.70%          21                 6    71.43%          51                13    74.51%          14                 6    57.14%
include/ogdf/lib/abacus/csense.h                                                                  6                 1    83.33%           5                 1    80.00%           8                 4    50.00%           0                 0         -
include/ogdf/lib/abacus/cutbuffer.h                                                              10                 1    90.00%           4                 1    75.00%          10                 1    90.00%           0                 0         -
include/ogdf/lib/abacus/cutbuffer.inc                                                            46                28    39.13%           5                 1    80.00%          82                49    40.24%          28                19    32.14%
include/ogdf/lib/abacus/fixcand.h                                                                 6                 0   100.00%           2                 0   100.00%           6                 0   100.00%           0                 0         -
include/ogdf/lib/abacus/fsvarstat.h                                                              25                 6    76.00%          11                 3    72.73%          30                11    63.33%           4                 2    50.00%
include/ogdf/lib/abacus/global.h                                                                 16                 7    56.25%          12                 7    41.67%          27                15    44.44%           0                 0         -
include/ogdf/lib/abacus/hash.inc                                                                 42                 0   100.00%           7                 0   100.00%          63                 0   100.00%          22                 0   100.00%
include/ogdf/lib/abacus/history.h                                                                 8                 0   100.00%           3                 0   100.00%           8                 0   100.00%           0                 0         -
include/ogdf/lib/abacus/infeascon.h                                                               6                 6     0.00%           3                 3     0.00%           6                 6     0.00%           0                 0         -
include/ogdf/lib/abacus/lp.h                                                                     52                22    57.69%          43                22    48.84%         141                70    50.35%           0                 0         -
include/ogdf/lib/abacus/lpmaster.h                                                                3                 1    66.67%           2                 1    50.00%           2                 1    50.00%           0                 0         -
include/ogdf/lib/abacus/lpmasterosi.h                                                             5                 0   100.00%           4                 0   100.00%           4                 0   100.00%           0                 0         -
include/ogdf/lib/abacus/lpsub.h                                                                  16                 2    87.50%           9                 2    77.78%          20                 2    90.00%           4                 2    50.00%
include/ogdf/lib/abacus/lpsubosi.h                                                                6                 1    83.33%           3                 1    66.67%          10                 3    70.00%           0                 0         -
include/ogdf/lib/abacus/lpvarstat.h                                                              13                 4    69.23%           8                 3    62.50%          13                 5    61.54%           4                 0   100.00%
include/ogdf/lib/abacus/master.h                                                                115                53    53.91%         109                53    51.38%         115                53    53.91%           4                 0   100.00%
include/ogdf/lib/abacus/numvar.h                                                                  4                 4     0.00%           4                 4     0.00%           6                 6     0.00%           0                 0         -
include/ogdf/lib/abacus/opensub.h                                                                 8                 4    50.00%           5                 2    60.00%          14                 7    50.00%           2                 2     0.00%
include/ogdf/lib/abacus/optsense.h                                                                7                 1    85.71%           6                 1    83.33%          12                 1    91.67%           0                 0         -
include/ogdf/lib/abacus/osiif.h                                                                  23                11    52.17%          23                11    52.17%          68                45    33.82%           0                 0         -
include/ogdf/lib/abacus/pool.h                                                                   14                 6    57.14%           5                 2    60.00%          21                11    47.62%           4                 2    50.00%
include/ogdf/lib/abacus/poolslot.h                                                               12                 2    83.33%           6                 1    83.33%          18                 4    77.78%           4                 1    75.00%
include/ogdf/lib/abacus/poolslot.inc                                                             23                 8    65.22%           3                 0   100.00%          24                 8    66.67%          10                 4    60.00%
include/ogdf/lib/abacus/poolslotref.h                                                            26                 1    96.15%           5                 0   100.00%          25                 2    92.00%          14                 7    50.00%
include/ogdf/lib/abacus/poolslotref.inc                                                           4                 4     0.00%           2                 2     0.00%           9                 9     0.00%           2                 2     0.00%
include/ogdf/lib/abacus/ring.h                                                                    1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
include/ogdf/lib/abacus/ring.inc                                                                 36                36     0.00%           9                 9     0.00%          52                52     0.00%          18                18     0.00%
include/ogdf/lib/abacus/row.h                                                                    13                 5    61.54%          12                 5    58.33%          15                 5    66.67%           0                 0         -
include/ogdf/lib/abacus/rowcon.h                                                                  7                 7     0.00%           7                 7     0.00%          12                12     0.00%           0                 0         -
include/ogdf/lib/abacus/setbranchrule.h                                                           8                 2    75.00%           5                 2    60.00%          11                 4    63.64%           0                 0         -
include/ogdf/lib/abacus/slackstat.h                                                               7                 1    85.71%           5                 1    80.00%           5                 1    80.00%           0                 0         -
include/ogdf/lib/abacus/sparvec.h                                                                 8                 2    75.00%           6                 1    83.33%          21                 1    95.24%           2                 1    50.00%
include/ogdf/lib/abacus/srowcon.h                                                                 4                 4     0.00%           4                 4     0.00%           7                 7     0.00%           0                 0         -
include/ogdf/lib/abacus/standardpool.h                                                           12                 3    75.00%           4                 0   100.00%          12                 3    75.00%           4                 1    75.00%
include/ogdf/lib/abacus/standardpool.inc                                                         89                37    58.43%           7                 1    85.71%         115                41    64.35%          64                33    48.44%
include/ogdf/lib/abacus/sub.h                                                                    76                28    63.16%          57                24    57.89%         108                44    59.26%          14                 4    71.43%
include/ogdf/lib/abacus/tailoff.h                                                                13                 6    53.85%           5                 2    60.00%          22                12    45.45%           6                 4    33.33%
include/ogdf/lib/abacus/valbranchrule.h                                                           4                 4     0.00%           4                 4     0.00%           8                 8     0.00%           0                 0         -
include/ogdf/lib/abacus/variable.h                                                               32                15    53.12%          15                 4    73.33%          22                 9    59.09%           8                 8     0.00%
include/ogdf/lib/abacus/vartype.h                                                                 8                 3    62.50%           7                 3    57.14%           7                 3    57.14%           0                 0         -
include/ogdf/lib/mapbox/mapbox_earcut.h                                                         362               273    24.59%          35                18    48.57%         458               315    31.22%         284               232    18.31%
include/ogdf/lib/minisat/core/Solver.h                                                          119                49    58.82%          59                28    52.54%         103                48    53.40%          46                20    56.52%
include/ogdf/lib/minisat/core/SolverTypes.h                                                     133                53    60.15%          61                17    72.13%         153                57    62.75%          42                23    45.24%
include/ogdf/lib/minisat/mtl/Alg.h                                                               16                16     0.00%           2                 2     0.00%          12                12     0.00%          10                10     0.00%
include/ogdf/lib/minisat/mtl/Alloc.h                                                             74                15    79.73%          13                 1    92.31%          47                 7    85.11%          24                 9    62.50%
include/ogdf/lib/minisat/mtl/Heap.h                                                              55                13    76.36%          17                 5    70.59%          72                15    79.17%          28                 4    85.71%
include/ogdf/lib/minisat/mtl/Map.h                                                                4                 4     0.00%           4                 4     0.00%           4                 4     0.00%           0                 0         -
include/ogdf/lib/minisat/mtl/Queue.h                                                             29                29     0.00%           7                 7     0.00%          19                19     0.00%          12                12     0.00%
include/ogdf/lib/minisat/mtl/Sort.h                                                              24                 0   100.00%           5                 0   100.00%          35                 0   100.00%          14                 0   100.00%
include/ogdf/lib/minisat/mtl/Vec.h                                                               71                11    84.51%          21                 3    85.71%          40                 4    90.00%          30                 4    86.67%
